Car Title,Brand,Model,Price,Year,Trim,Mileage,Condition,Transmission,Fuel Type,CC,Color,Location,Body Type,Image Paths,URL
Used Peugeot 3008 1.6T Active 2021,Peugeot,3008,"EGP 1,600,000",2021,1.6T Active,"25,600 KM",Used,Automatic,Petrol,"1,598",Silver,Cairo,SUV,images_yallamotor\peugeot_3008_2021_31729\img_1.jpeg; images_yallamotor\peugeot_3008_2021_31729\img_2.jpeg; images_yallamotor\peugeot_3008_2021_31729\img_3.jpeg; images_yallamotor\peugeot_3008_2021_31729\img_4.jpeg; images_yallamotor\peugeot_3008_2021_31729\img_5.jpeg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2021/used-peugeot-3008-2021-cairo-1705426
429 Too Many Requests,Peugeot,3008,N/A,2021,429 Too Many Requests,N/A,Used,N/A,N/A,N/A,N/A,N/A,N/A,,https://egypt.yallamotor.com/used-cars/peugeot/3008/2021/used-peugeot-3008-2021-cairo-1717771
Used Peugeot 3008 1.6T GT Line 2021,Peugeot,3008,"EGP 1,590,000",2021,1.6T Gt Line,"47,000 KM",Used,Automatic,Petrol,"1,598",Gray,Cairo,SUV,images_yallamotor\peugeot_3008_2021_91827\img_1.jpg; images_yallamotor\peugeot_3008_2021_91827\img_2.jpg; images_yallamotor\peugeot_3008_2021_91827\img_3.jpg; images_yallamotor\peugeot_3008_2021_91827\img_4.jpg; images_yallamotor\peugeot_3008_2021_91827\img_5.jpg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2021/used-peugeot-3008-2021-cairo-1722145
Used Peugeot 3008 1.6T Active 2021,Peugeot,3008,"EGP 1,450,000",2021,1.6T Active,"26,000 KM",Used,Automatic,Petrol,"1,598",Silver,Cairo,SUV,images_yallamotor\peugeot_3008_2021_5916\img_1.jpeg; images_yallamotor\peugeot_3008_2021_5916\img_2.jpeg; images_yallamotor\peugeot_3008_2021_5916\img_3.jpeg; images_yallamotor\peugeot_3008_2021_5916\img_4.jpeg; images_yallamotor\peugeot_3008_2021_5916\img_5.jpeg; images_yallamotor\peugeot_3008_2021_5916\img_6.jpeg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2021/used-peugeot-3008-2021-cairo-1725038
Used Peugeot 3008 1.6T Active 2021,Peugeot,3008,"EGP 1,680,000",2021,1.6T Active,"66,000 KM",Used,Automatic,Petrol,"1,598",Black,Cairo,SUV,images_yallamotor\peugeot_3008_2021_24381\img_1.jpg; images_yallamotor\peugeot_3008_2021_24381\img_2.jpg; images_yallamotor\peugeot_3008_2021_24381\img_3.jpg; images_yallamotor\peugeot_3008_2021_24381\img_4.jpg; images_yallamotor\peugeot_3008_2021_24381\img_5.jpg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2021/used-peugeot-3008-2021-cairo-2051119
Used Peugeot 3008 2021,Peugeot,3008,"EGP 1,140,000",2021,Base/Standard,"90,000 KM",Used,-,Petrol,"1,600",Blue,Cairo,Sedan,images_yallamotor\peugeot_3008_2021_39807\img_1.jpg; images_yallamotor\peugeot_3008_2021_39807\img_2.jpg; images_yallamotor\peugeot_3008_2021_39807\img_3.jpg; images_yallamotor\peugeot_3008_2021_39807\img_4.jpg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2021/used-peugeot-3008-2021-cairo-2079654
Used Peugeot 3008 1.6T Active 2021,Peugeot,3008,"EGP 1,500,000",2021,1.6T Active,"60,000 KM",Used,Automatic,Petrol,"1,600",Blue,Giza,SUV,images_yallamotor\peugeot_3008_2021_52069\img_1.jpeg; images_yallamotor\peugeot_3008_2021_52069\img_2.jpeg; images_yallamotor\peugeot_3008_2021_52069\img_3.jpeg; images_yallamotor\peugeot_3008_2021_52069\img_4.jpeg; images_yallamotor\peugeot_3008_2021_52069\img_5.jpeg; images_yallamotor\peugeot_3008_2021_52069\img_6.jpeg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2021/used-peugeot-3008-2021-giza-1595348
Used Peugeot 3008 1.6T Allure 2022,Peugeot,3008,"EGP 1,880,000",2022,1.6T Allure,"32,700 KM",Used,Automatic,Petrol,"1,598",Other,Cairo,SUV,images_yallamotor\peugeot_3008_2022_25902\img_1.jpeg; images_yallamotor\peugeot_3008_2022_25902\img_2.jpeg; images_yallamotor\peugeot_3008_2022_25902\img_3.jpeg; images_yallamotor\peugeot_3008_2022_25902\img_4.jpeg; images_yallamotor\peugeot_3008_2022_25902\img_5.jpeg; images_yallamotor\peugeot_3008_2022_25902\img_6.jpeg; images_yallamotor\peugeot_3008_2022_25902\img_7.jpeg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2022/used-peugeot-3008-2022-cairo-1525544
Used Peugeot 3008 Allure 2022,Peugeot,3008,"EGP 2,500,000",2022,Allure,"21,200 KM",Used,Automatic,Petrol,"1,600",Black,Cairo,SUV,images_yallamotor\peugeot_3008_2022_45075\img_1.jpeg; images_yallamotor\peugeot_3008_2022_45075\img_2.jpeg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2022/used-peugeot-3008-2022-cairo-1565483
Used Peugeot 3008 1.6T Allure 2022,Peugeot,3008,"EGP 1,900,000",2022,1.6T Allure,"21,900 KM",Used,Automatic,Petrol,"1,598",Black,Cairo,SUV,images_yallamotor\peugeot_3008_2022_54340\img_1.jpeg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2022/used-peugeot-3008-2022-cairo-1596977
Used Peugeot 3008 1.6T Allure 2022,Peugeot,3008,"EGP 1,750,000",2022,1.6T Allure,"100,000 KM",Used,Automatic,Petrol,"1,598",Gray,Cairo,SUV,images_yallamotor\peugeot_3008_2022_62730\img_1.jpeg; images_yallamotor\peugeot_3008_2022_62730\img_2.jpeg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2022/used-peugeot-3008-2022-cairo-1643144
Used Peugeot 3008 1.6T Allure 2022,Peugeot,3008,"EGP 1,700,000",2022,1.6T Allure,"45,000 KM",Used,Automatic,Petrol,"1,598",Beige,Cairo,SUV,images_yallamotor\peugeot_3008_2022_73164\img_1.jpg; images_yallamotor\peugeot_3008_2022_73164\img_2.jpg; images_yallamotor\peugeot_3008_2022_73164\img_3.jpg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2022/used-peugeot-3008-2022-cairo-2049130
Used Peugeot 3008 2022,Peugeot,3008,"EGP 1,290,000",2022,Base/Standard,"78,000 KM",Used,-,Petrol,"1,600",White,Cairo,Sedan,images_yallamotor\peugeot_3008_2022_31249\img_1.jpg; images_yallamotor\peugeot_3008_2022_31249\img_2.jpg; images_yallamotor\peugeot_3008_2022_31249\img_3.jpg; images_yallamotor\peugeot_3008_2022_31249\img_4.jpg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2022/used-peugeot-3008-2022-cairo-2086117
Used Peugeot 3008 1.6T Active 2022,Peugeot,3008,"EGP 1,750,000",2022,1.6T Active,"30,000 KM",Used,Automatic,Petrol,"1,600",Gray,Giza,Hatchback,images_yallamotor\peugeot_3008_2022_44326\img_1.jpeg; images_yallamotor\peugeot_3008_2022_44326\img_2.jpeg; images_yallamotor\peugeot_3008_2022_44326\img_3.jpeg; images_yallamotor\peugeot_3008_2022_44326\img_4.jpeg; images_yallamotor\peugeot_3008_2022_44326\img_5.jpeg; images_yallamotor\peugeot_3008_2022_44326\img_6.jpeg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2022/used-peugeot-3008-2022-giza-1543991
Used Peugeot 3008 1.6T GT Line 2022,Peugeot,3008,"EGP 1,660,000",2022,1.6T Gt Line,"40,000 KM",Used,Automatic,Petrol,"1,598",Red,Upper Egypt,Hatchback,images_yallamotor\peugeot_3008_2022_62456\img_1.jpg; images_yallamotor\peugeot_3008_2022_62456\img_2.jpg; images_yallamotor\peugeot_3008_2022_62456\img_3.jpg; images_yallamotor\peugeot_3008_2022_62456\img_4.jpg; images_yallamotor\peugeot_3008_2022_62456\img_5.jpg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2022/used-peugeot-3008-2022-upper-egypt-1648136
Used Peugeot 3008 1.6T Allure w/ message 2023,Peugeot,3008,"EGP 2,300,000",2023,1.6T Allure W/ Message,"18,800 KM",Used,Automatic,Petrol,"1,598",Gray,Beni Sweif,Hatchback,images_yallamotor\peugeot_3008_2023_77816\img_1.jpg; images_yallamotor\peugeot_3008_2023_77816\img_2.jpg; images_yallamotor\peugeot_3008_2023_77816\img_3.jpg; images_yallamotor\peugeot_3008_2023_77816\img_4.jpg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2023/used-peugeot-3008-2023-beni-sweif-1582916
Used Peugeot 3008 1.6T GT 2023,Peugeot,3008,"EGP 2,000,000",2023,1.6T Gt,"2,000 KM",Used,Automatic,Petrol,"1,598",Black,Cairo,SUV,images_yallamotor\peugeot_3008_2023_92720\img_1.jpg; images_yallamotor\peugeot_3008_2023_92720\img_2.jpg; images_yallamotor\peugeot_3008_2023_92720\img_3.jpg; images_yallamotor\peugeot_3008_2023_92720\img_4.jpg; images_yallamotor\peugeot_3008_2023_92720\img_5.jpg; images_yallamotor\peugeot_3008_2023_92720\img_6.jpg; images_yallamotor\peugeot_3008_2023_92720\img_7.jpg; images_yallamotor\peugeot_3008_2023_92720\img_8.jpg; images_yallamotor\peugeot_3008_2023_92720\img_9.jpg; images_yallamotor\peugeot_3008_2023_92720\img_10.jpg; images_yallamotor\peugeot_3008_2023_92720\img_11.jpg,https://egypt.yallamotor.com/used-cars/peugeot/3008/2023/used-peugeot-3008-2023-cairo-2054917
Used Peugeot 301 1.6L Allure 2014,Peugeot,301,"EGP 420,000",2014,1.6L Allure,"192,000 KM",Used,CVT,Petrol,"1,587",Tan,Giza,Sedan,images_yallamotor\peugeot_301_2014_64369\img_1.jpg; images_yallamotor\peugeot_301_2014_64369\img_2.jpg; images_yallamotor\peugeot_301_2014_64369\img_3.jpg,https://egypt.yallamotor.com/used-cars/peugeot/301/2014/used-peugeot-301-2014-giza-1604000
Used Peugeot 301 1.6L Access M/T 2015,Peugeot,301,"EGP 4,900,000",2015,1.6L Access M/T,"190,000 KM",Used,Automatic,Petrol,"190,000",Black,Cairo,Sedan,images_yallamotor\peugeot_301_2015_76150\img_1.jpeg; images_yallamotor\peugeot_301_2015_76150\img_2.jpeg; images_yallamotor\peugeot_301_2015_76150\img_3.jpeg,https://egypt.yallamotor.com/used-cars/peugeot/301/2015/used-peugeot-301-2015-cairo-1590427
Used Peugeot 301 1.6L Active 2015,Peugeot,301,"EGP 410,000",2015,1.6L Active,"211,000 KM",Used,Automatic,Petrol,"1,587",Black,Cairo,Sedan,images_yallamotor\peugeot_301_2015_88362\img_1.jpg; images_yallamotor\peugeot_301_2015_88362\img_2.jpg; images_yallamotor\peugeot_301_2015_88362\img_3.jpg; images_yallamotor\peugeot_301_2015_88362\img_4.jpg; images_yallamotor\peugeot_301_2015_88362\img_5.jpg,https://egypt.yallamotor.com/used-cars/peugeot/301/2015/used-peugeot-301-2015-cairo-2047322
Used Peugeot 301 2015,Peugeot,301,"EGP 425,000",2015,Base/Standard,"157,000 KM",Used,-,Petrol,"1,600",Blue,Cairo,Sedan,images_yallamotor\peugeot_301_2015_5877\img_1.jpg; images_yallamotor\peugeot_301_2015_5877\img_2.jpg; images_yallamotor\peugeot_301_2015_5877\img_3.jpg,https://egypt.yallamotor.com/used-cars/peugeot/301/2015/used-peugeot-301-2015-cairo-2076798
